Borough,Stop Name,Daytime Routes,Entrance Type,Entry Allowed,Entrance Latitude,Entrance Longitude
B,Franklin Av-Medgar Evers College/Botanic Garden,2 3 4 5 S,Stair,YES,40.6704817,-73.9577236
B,Franklin Av-Medgar Evers College/Botanic Garden,2 3 4 5 S,Stair,YES,40.6707339,-73.9576499
B,Nostrand Av,3,Stair,YES,40.6697522,-73.950798
B,Nostrand Av,3,Stair,YES,40.6697202,-73.950247
B,Kingston Av,3,Stair,YES,40.669289,-73.942463
B,Kingston Av,3,Stair,YES,40.669261,-73.941948
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6688507,-73.9342363
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6691127,-73.9342117
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6687238,-73.9318796
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6689826,-73.9318527
B,Crown Hts-Utica Av,3 4,Elevator,YES,40.6689472,-73.931831
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6687127,-73.9317067
B,Crown Hts-Utica Av,3 4,Stair,YES,40.6689686,-73.9316784
B,Sutter Av-Rutland Rd,3,Stair,YES,40.664887,-73.923109
B,Sutter Av-Rutland Rd,3,Stair,YES,40.6651206,-73.9229324
B,Sutter Av-Rutland Rd,3,Stair,YES,40.6649816,-73.9227814
B,Saratoga Av,3,Stair,YES,40.661401,-73.915543
B,Saratoga Av,3,Stair,YES,40.6616952,-73.9152931
B,Saratoga Av,3,Stair,YES,40.6615645,-73.9152642
B,Rockaway Av,3,Stair,YES,40.6627214,-73.9090482
B,Rockaway Av,3,Stair,YES,40.662401,-73.908809
B,Junius St,3,Stair,YES,40.6633592,-73.9031178
B,Junius St,3,Stair,YES,40.6634149,-73.9027336
B,Pennsylvania Av,3,Stair,YES,40.6645892,-73.8941123
B,Pennsylvania Av,3,Stair,YES,40.6648582,-73.8938531
B,Van Siclen Av,3,Stair,YES,40.6657626,-73.8886095
B,Van Siclen Av,3,Stair,YES,40.665431,-73.888386
B,New Lots Av,3,Stair,YES,40.6664379,-73.8833001
B,New Lots Av,3,Stair,YES,40.6663094,-73.8832691
B,Borough Hall/Court St,2 3 4 5 R,Stair,YES,40.6925156,-73.9912429
B,Borough Hall/Court St,2 3 4 5 R,Easement - Street,YES,40.69234,-73.99056
B,Borough Hall/Court St,2 3 4 5 R,Stair,YES,40.692601,-73.9905449
B,Borough Hall/Court St,2 3 4 5 R,Easement - Street,YES,40.692299,-73.990301
B,Borough Hall/Court St,2 3 4 5 R,Stair,YES,40.6925551,-73.9901084
Q,Flushing-Main St,7,Stair,YES,40.7595971,-73.8304171
Q,Flushing-Main St,7,Stair,YES,40.7594201,-73.8303054
Q,Flushing-Main St,7,Stair,YES,40.7597211,-73.8299523
Q,Flushing-Main St,7,Stair,YES,40.7594606,-73.8299149
Q,Flushing-Main St,7,Stair,YES,40.7595554,-73.8298645
Q,Flushing-Main St,7,Elevator,YES,40.759908,-73.829019
Q,Flushing-Main St,7,Escalator,YES,40.7600183,-73.8286182
Q,Flushing-Main St,7,Escalator,YES,40.7599225,-73.8285765
Q,Flushing-Main St,7,Stair,YES,40.7599602,-73.828416
Q,Flushing-Main St,7,Stair,YES,40.7597388,-73.8303311
Q,Flushing-Main St,7,Stair,YES,40.7593778,-73.8301544
Q,Flushing-Main St,7,Stair,YES,40.7594937,-73.8306493
Q,Flushing-Main St,7,Stair,YES,40.7593515,-73.8305917
Q,Mets-Willets Point,7,Stair,YES,40.7547146,-73.8459125
Q,Mets-Willets Point,7,Stair,YES,40.754431,-73.8457859
Q,Mets-Willets Point,7,Station House,YES,40.7547983,-73.8457335
Q,Mets-Willets Point,7,Stair,YES,40.7547782,-73.8456807
Q,Mets-Willets Point,7,Ramp,YES,40.7543973,-73.845798
Q,Mets-Willets Point,7,Ramp,YES,40.7540536,-73.845338
Q,111 St,7,Stair,YES,40.75161,-73.856065
Q,111 St,7,Stair,YES,40.751423,-73.855996
Q,111 St,7,Stair,YES,40.751551,-73.855628
Q,103 St-Corona Plaza,7,Stair,YES,40.7499645,-73.8625882
Q,103 St-Corona Plaza,7,Stair,YES,40.7497772,-73.8625659
Q,103 St-Corona Plaza,7,Stair,YES,40.7499839,-73.8623704
Q,103 St-Corona Plaza,7,Stair,YES,40.7497985,-73.8623284
Q,Junction Blvd,7,Stair,YES,40.7492396,-73.8696622
Q,Junction Blvd,7,Stair,YES,40.7490569,-73.8696287
Q,Junction Blvd,7,Elevator,YES,40.7493442,-73.8694143
Q,Junction Blvd,7,Stair,YES,40.749266,-73.86922
Q,Junction Blvd,7,Stair,YES,40.7490987,-73.8691682
Q,90 St-Elmhurst Av,7,Stair,YES,40.748601,-73.876595
Q,90 St-Elmhurst Av,7,Stair,YES,40.7486137,-73.8764603
Q,90 St-Elmhurst Av,7,Stair,YES,40.7483345,-73.8764271
Q,82 St-Jackson Hts,7,Stair,YES,40.7478196,-73.8840322
Q,82 St-Jackson Hts,7,Stair,YES,40.7474627,-73.8839648
Q,82 St-Jackson Hts,7,Stair,YES,40.7478368,-73.8838809
Q,Jackson Hts-Roosevelt Av/74 St-Broadway,7 E F M R,Stair,YES,40.7471163,-73.8914148
Q,69 St,7,Stair,YES,40.746148,-73.896396
Q,69 St,7,Stair,YES,40.7465474,-73.8962773
Q,61 St-Woodside,7,Escalator,YES,40.7455308,-73.9032919
Q,61 St-Woodside,7,Stair,YES,40.745692,-73.903234
Q,61 St-Woodside,7,Stair,YES,40.745717,-73.903063
Q,61 St-Woodside,7,Elevator,YES,40.7457662,-73.903182
Q,61 St-Woodside,7,Elevator,YES,40.7458221,-73.9026908
Q,61 St-Woodside,7,Stair,YES,40.7459171,-73.9027892
Q,61 St-Woodside,7,Stair,YES,40.7455647,-73.9023955
Q,61 St-Woodside,7,Stair,YES,40.7454163,-73.9027804
Q,61 St-Woodside,7,Stair,YES,40.7458485,-73.903232
Q,52 St,7,Stair,YES,40.744067,-73.91308
Q,52 St,7,Stair,YES,40.743933,-73.913003
Q,52 St,7,Stair,YES,40.7444484,-73.9113476
Q,52 St,7,Stair,YES,40.7446112,-73.9113315
Q,46 St-Bliss St,7,Stair,YES,40.7431175,-73.9187933
Q,46 St-Bliss St,7,Stair,YES,40.7432478,-73.9187718
Q,46 St-Bliss St,7,Stair,YES,40.7430981,-73.9186348
Q,46 St-Bliss St,7,Stair,YES,40.7432275,-73.9186129
Q,46 St-Bliss St,7,Stair,YES,40.74301,-73.9178654
Q,46 St-Bliss St,7,Stair,YES,40.7431403,-73.9178407
Q,40 St-Lowery St,7,Stair,YES,40.7437596,-73.9243672
Q,40 St-Lowery St,7,Stair,YES,40.7438924,-73.9243439
Q,40 St-Lowery St,7,Stair,YES,40.7437424,-73.9241929
Q,40 St-Lowery St,7,Stair,YES,40.7438705,-73.9241768
Q,33 St-Rawson St,7,Stair,YES,40.7446191,-73.9317842
Q,33 St-Rawson St,7,Stair,YES,40.7447578,-73.9317629
Q,33 St-Rawson St,7,Stair,YES,40.7446023,-73.9316209
Q,33 St-Rawson St,7,Stair,YES,40.7447369,-73.9315948
Q,33 St-Rawson St,7,Stair,YES,40.7445134,-73.9308564
Q,33 St-Rawson St,7,Stair,YES,40.7446418,-73.9308367
Q,Court Sq-23 St,7 E M G,Stair,YES,40.7462295,-73.9457583
Q,Court Sq-23 St,7 E M G,Stair,YES,40.7461509,-73.9453202
Q,Court Sq-23 St,7 E M G,Elevator,YES,40.7461455,-73.9454034
Q,Hunters Point Av,7,Stair,YES,40.7425199,-73.9486192
Q,Hunters Point Av,7,Stair,YES,40.7424395,-73.9481745
Q,Hunters Point Av,7,Stair,YES,40.7424232,-73.9480914
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7426057,-73.9542528
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7426696,-73.9542334
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7428112,-73.9539823
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7427763,-73.9538874
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7424411,-73.9531547
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.742594,-73.952858
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7423743,-73.9526921
Q,Vernon Blvd-Jackson Av,7,Stair,YES,40.7426074,-73.952238
M,Grand Central-42 St,4 5 6 7 S,Easement - Street,YES,40.7508941,-73.9751175
M,42 St-Bryant Pk/5 Av,7 B D F M,Stair,YES,40.7542646,-73.9831451
M,42 St-Bryant Pk/5 Av,7 B D F M,Stair,YES,40.7542373,-73.9830705
M,42 St-Bryant Pk/5 Av,7 B D F M,Stair,YES,40.7535726,-73.9814889
M,34 St-Hudson Yards,7,Elevator,YES,40.754904,-74.001323
M,34 St-Hudson Yards,7,Stair/Escalator,YES,40.7549612,-74.0009265
M,34 St - Hudson Yards,7,Stair/Escalator,YES,40.755766,-74.0002359
Q,Queensboro Plaza,7 N W,Stair,YES,40.7503023,-73.9402294
Q,Queensboro Plaza,7 N W,Easement - Street,YES,40.750835,-73.939671
B,Franklin Av,C S,Station House,YES,40.6810825,-73.9558693
B,Park Pl,S,Stair,YES,40.6745435,-73.9579335
B,Park Pl,S,Ramp,YES,40.675208,-73.957591
B,Franklin Av-Medgar Evers College/Botanic Garden,2 3 4 5 S,Stair,YES,40.6706111,-73.9591111
Q,121 St,J Z,Stair,YES,40.7002829,-73.8292737
Q,121 St,J Z,Stair,YES,40.7005457,-73.8292418
Q,121 St,J Z,Stair,YES,40.7008371,-73.8273926
Q,121 St,J Z,Stair,YES,40.7006174,-73.827227
Q,111 St,J,Stair,YES,40.697088,-73.8371692
Q,111 St,J,Stair,YES,40.69678,-73.8370353
Q,104 St,J Z,Stair,YES,40.695033,-73.843298
Q,104 St,J Z,Stair,YES,40.695267,-73.843223
Q,Woodhaven Blvd,J Z,Stair,YES,40.6935603,-73.8526132
Q,Woodhaven Blvd,J Z,Stair,YES,40.6934785,-73.8525673
Q,Woodhaven Blvd,J Z,Stair,YES,40.694077,-73.850476
Q,85 St-Forest Pkwy,J,Stair,YES,40.6926897,-73.8590944
Q,85 St-Forest Pkwy,J,Stair,YES,40.6923737,-73.8589533
Q,75 St-Elderts Ln,J Z,Stair,YES,40.691479,-73.86661
Q,75 St-Elderts Ln,J Z,Stair,YES,40.691285,-73.866425
B,Cypress Hills,J,Stair,YES,40.689596,-73.873555
B,Cypress Hills,J,Stair,YES,40.68947,-73.873449
B,Cypress Hills,J,Stair,YES,40.690142,-73.87163
B,Crescent St,J Z,Stair,YES,40.6836199,-73.8726013
B,Crescent St,J Z,Stair,YES,40.683494,-73.872528
B,Norwood Av,J Z,Stair,YES,40.6817899,-73.8790283
B,Norwood Av,J Z,Stair,YES,40.681659,-73.878984
B,Cleveland St,J,Stair,YES,40.67968,-73.885709
B,Cleveland St,J,Stair,YES,40.67957,-73.8856535
B,Van Siclen Av,J Z,Stair,YES,40.6777892,-73.8916915
B,Van Siclen Av,J Z,Stair,YES,40.6778044,-73.8915527
B,Alabama Av,J Z,Stair,YES,40.6767708,-73.8999078
B,Alabama Av,J Z,Stair,YES,40.6768239,-73.8995113
B,Chauncey St,J Z,Stair,YES,40.683335,-73.911394
B,Chauncey St,J Z,Stair,YES,40.683456,-73.91128
B,Halsey St,J,Stair,YES,40.6858697,-73.9158126
B,Halsey St,J,Stair,YES,40.685981,-73.9156897
B,Gates Av,J Z,Stair,YES,40.6900429,-73.9231697
B,Gates Av,J Z,Stair,YES,40.6901596,-73.9230571
B,Kosciuszko St,J,Stair,YES,40.692935,-73.928247
B,Kosciuszko St,J,Stair,YES,40.692934,-73.927936
B,Myrtle Av,M J Z,Stair,YES,40.6970278,-73.9355833
B,Myrtle Av,M J Z,Stair,YES,40.6969112,-73.9354484
B,Flushing Av,M J,Elevator,YES,40.7006273,-73.9420192
B,Flushing Av,M J,Stair,YES,40.7006437,-73.9421931
B,Flushing Av,M J,Stair,YES,40.7008679,-73.9416986
B,Flushing Av,M J,Elevator,YES,40.70072,-73.941672
B,Flushing Av,M J,Stair,YES,40.6997313,-73.9403023
B,Flushing Av,M J,Stair,YES,40.6998454,-73.9401928
B,Lorimer St,M J,Stair,YES,40.704293,-73.94833
B,Lorimer St,M J,Stair,YES,40.704406,-73.948206
B,Lorimer St,M J,Stair,YES,40.703321,-73.946596
B,Lorimer St,M J,Stair,YES,40.703468,-73.946557
B,Hewes St,M J,Stair,YES,40.707149,-73.954427
B,Hewes St,M J,Stair,YES,40.7072658,-73.9543323
B,Hewes St,M J,Stair,YES,40.7065605,-73.9522702
B,Hewes St,M J,Stair,YES,40.7065268,-73.9526173
B,Marcy Av,M J Z,Stair,YES,40.708681,-73.958927
B,Marcy Av,M J Z,Stair,YES,40.7088204,-73.958823
B,Marcy Av,M J Z,Stair,YES,40.708424,-73.9581652
B,Marcy Av,M J Z,Stair,YES,40.7085721,-73.95809
B,Marcy Av,M J Z,Elevator,YES,40.708293,-73.958044
B,Marcy Av,M J Z,Elevator,YES,40.708565,-73.957893
B,Marcy Av,M J Z,Stair,YES,40.7082988,-73.9577153
B,Marcy Av,M J Z,Stair,YES,40.7084264,-73.9576496
M,Delancey St-Essex St,F M J Z,Stair,YES,40.7185586,-73.9876473
M,Delancey St-Essex St,F M J Z,Stair,YES,40.7184166,-73.987177
M,Bowery,J Z,Stair,YES,40.7199997,-73.9935462
M,Bowery,J Z,Stair,YES,40.7203022,-73.9934097
M,Canal St,6 J Z N Q R W,Easement - Street,YES,40.7178377,-74.0002765
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Easement - Street,YES,40.712699,-74.004099
M,Brooklyn Bridge-City Hall/Chambers St,4 5 6 J Z,Stair,YES,40.714199,-74.003187
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.7095377,-74.0083397
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.709378,-74.0082969
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7100924,-74.0079747
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.710391,-74.0079182
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7100832,-74.0076066
M,Fulton St,2 3 4 5 A C J Z,Stair,YES,40.710219,-74.0075959
M,Fulton St,2 3 4 5 A C J Z,Easement - Street,YES,40.7101628,-74.0074258
M,Fulton St,2 3 4 5 A C J Z,Easement - Passage,YES,40.7093032,-74.0083124
M,Broad St,J Z,Stair,YES,40.7059737,-74.0112223
M,Broad St,J Z,Stair,YES,40.7061973,-74.0110885
M,Broad St,J Z,Stair,YES,40.706887,-74.010687
M,Broad St,J Z,Stair,YES,40.706911,-74.010494
M,Broad St,J Z,Easement - Street,YES,40.7080774,-74.0097526
M,Broad St,J Z,Easement - Passage,YES,40.708035,-74.010665
Bx,Woodlawn,4,Stair,YES,40.886819,-73.878376
Bx,Woodlawn,4,Stair,YES,40.886737,-73.87812
Bx,Mosholu Pkwy,4,Stair,YES,40.8795606,-73.8851577
Bx,Mosholu Pkwy,4,Stair,YES,40.879343,-73.88488
Bx,Mosholu Pkwy,4,Stair,YES,40.8801579,-73.8844558
Bx,Mosholu Pkwy,4,Stair,YES,40.8799885,-73.8841729
Bx,Bedford Park Blvd-Lehman College,4,Stair,YES,40.8735714,-73.8898784
Bx,Kingsbridge Rd,4,Stair,YES,40.867606,-73.897418
Bx,Kingsbridge Rd,4,Stair,YES,40.86762,-73.897152
Bx,Kingsbridge Rd,4,Stair,YES,40.8678017,-73.8970254
Bx,Fordham Rd,4,Stair,YES,40.862562,-73.901367
Bx,Fordham Rd,4,Stair,YES,40.8629108,-73.9013461
Bx,Fordham Rd,4,Stair,YES,40.862588,-73.9008854
Bx,Fordham Rd,4,Stair,YES,40.8627753,-73.9007379
Bx,Fordham Rd,4,Elevator,YES,40.8625646,-73.9010864
Bx,183 St,4,Stair,YES,40.8585019,-73.9041003
Bx,183 St,4,Stair,YES,40.858267,-73.904099
Bx,183 St,4,Stair,YES,40.8584724,-73.9037088
Bx,Burnside Av,4,Stair,YES,40.8533424,-73.9079574
Bx,Burnside Av,4,Stair,YES,40.853236,-73.9077503
Bx,Burnside Av,4,Stair,YES,40.85367,-73.907654
Bx,Burnside Av,4,Stair,YES,40.8535763,-73.9074459
Bx,176 St,4,Stair,YES,40.848385,-73.912003
Bx,176 St,4,Stair,YES,40.848501,-73.911633
Bx,Mt Eden Av,4,Stair,YES,40.844702,-73.91465
Bx,Mt Eden Av,4,Stair,YES,40.8444213,-73.9145649
Bx,170 St,4,Stair,YES,40.83996,-73.918018
Bx,170 St,4,Stair,YES,40.8398507,-73.9178287
Bx,170 St,4,Elevator,YES,40.840076,-73.917648
Bx,170 St,4,Stair,YES,40.8405306,-73.9173329
Bx,170 St,4,Stair,YES,40.8406291,-73.9175714
Bx,167 St,4,Stair,YES,40.8357587,-73.9215613
Bx,167 St,4,Stair,YES,40.8358821,-73.921488
Bx,167 St,4,Stair,YES,40.8356101,-73.921131
Bx,167 St,4,Stair,YES,40.8357397,-73.9210597
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827399,-73.926394
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827461,-73.926362
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827529,-73.926322
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827605,-73.926282
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827759,-73.9261
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827942,-73.926
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827685,-73.925842
Bx,161 St-Yankee Stadium,4 B D,Stair,YES,40.827854,-73.925745
Bx,149 St-Grand Concourse,2 4 5,Stair,YES,40.818259,-73.927659
Bx,149 St-Grand Concourse,2 4 5,Stair,YES,40.8183857,-73.9276023
Bx,149 St-Grand Concourse,2 4 5,Stair,YES,40.8182648,-73.927259
Bx,149 St-Grand Concourse,2 4 5,Stair,YES,40.818405,-73.927101
Bx,138 St-Grand Concourse,4 5,Stair,YES,40.8133392,-73.9299986
Bx,138 St-Grand Concourse,4 5,Stair,YES,40.8133808,-73.9298403
Bx,138 St-Grand Concourse,4 5,Stair,YES,40.8131072,-73.9296843
Bx,Wakefield-241 St,2,Stair,YES,40.9032151,-73.8504013
Bx,Wakefield-241 St,2,Stair,YES,40.9036489,-73.8503198
Bx,Wakefield-241 St,2,Stair,YES,40.9035779,-73.8500894
Bx,Nereid Av,2 5,Stair,YES,40.8982594,-73.8543463
Bx,Nereid Av,2 5,Stair,YES,40.8986955,-73.8542528
Bx,233 St,2 5,Stair,YES,40.893622,-73.8574101
Bx,233 St,2 5,Stair,YES,40.8935457,-73.8571661
Bx,233 St,2 5,Elevator,YES,40.8935662,-73.8575093
Bx,225 St,2 5,Stair,YES,40.8880179,-73.8605127
Bx,225 St,2 5,Stair,YES,40.8876117,-73.8604534
Bx,219 St,2 5,Stair,YES,40.8837982,-73.8628369
Bx,219 St,2 5,Stair,YES,40.8833889,-73.8627848
Bx,Gun Hill Rd,2 5,Station House,YES,40.8776387,-73.8665215
Bx,Gun Hill Rd,2 5,Station House,YES,40.8775614,-73.8663578
Bx,Gun Hill Rd,2 5,Station House,YES,40.877582,-73.8664642
Bx,Burke Av,2 5,Stair,YES,40.871631,-73.867283
Bx,Burke Av,2 5,Stair,YES,40.8712596,-73.8670431
Bx,Allerton Av,2 5,Stair,YES,40.865605,-73.867476
Bx,Allerton Av,2 5,Stair,YES,40.865257,-73.867246
Bx,Pelham Pkwy,2 5,Stair,YES,40.8564295,-73.8677451
Bx,Pelham Pkwy,2 5,Stair,YES,40.8580461,-73.867718
Bx,Pelham Pkwy,2 5,Stair/Escalator,YES,40.8563411,-73.867529
Bx,Pelham Pkwy,2 5,Stair,YES,40.8580412,-73.8674743
Bx,Pelham Pkwy,2 5,Elevator,YES,40.856516,-73.8677431
Bx,Bronx Park East,2 5,Stair,YES,40.8487261,-73.8684392
Bx,Bronx Park East,2 5,Stair,YES,40.8492266,-73.8683337
Bx,Bronx Park East,2 5,Stair,YES,40.8492082,-73.8681704
Bx,E 180 St,2 5,Station House,YES,40.841223,-73.873499
Bx,E 180 St,2 5,Station House,YES,40.841453,-73.872892
Bx,West Farms Sq-E Tremont Av,2 5,Stair,YES,40.8404556,-73.8800035
Bx,West Farms Sq-E Tremont Av,2 5,Stair,YES,40.840368,-73.879856
Bx,West Farms Sq-E Tremont Av,2 5,Escalator,YES,40.840815,-73.879623
Bx,West Farms Sq-E Tremont Av,2 5,Stair,YES,40.8406728,-73.8795642
Bx,West Farms Sq-E Tremont Av,2 5,Stair,YES,40.841139,-73.8793394
Bx,174 St,2 5,Stair,YES,40.8373453,-73.88803
Bx,174 St,2 5,Stair,YES,40.8376246,-73.8877428
Bx,174 St,2 5,Stair,YES,40.8372796,-73.8875735
Bx,174 St,2 5,Stair,YES,40.8373085,-73.8872552
Bx,Freeman St,2 5,Stair,YES,40.8304069,-73.8920048
Bx,Freeman St,2 5,Stair,YES,40.8299244,-73.8920048
Bx,Freeman St,2 5,Stair,YES,40.8301037,-73.8914669
Bx,Freeman St,2 5,Stair,YES,40.8302086,-73.8914569
Bx,Simpson St,2 5,Stair,YES,40.823884,-73.893197
Bx,Simpson St,2 5,Stair,YES,40.8241713,-73.8931328
Bx,Simpson St,2 5,Elevator,YES,40.8244006,-73.8928917
Bx,Simpson St,2 5,Stair,YES,40.8241451,-73.8927472
Bx,Simpson St,2 5,Stair,YES,40.8244036,-73.8926788
Bx,Simpson St,2 5,Elevator,YES,40.8238968,-73.8930097
Bx,Intervale Av,2 5,Stair,YES,40.8224646,-73.8967402
Bx,Intervale Av,2 5,Stair,YES,40.822095,-73.896681
Bx,Intervale Av,2 5,Escalator,YES,40.8224386,-73.8965301
Bx,Prospect Av,2 5,Stair,YES,40.8196139,-73.9019949
Bx,Prospect Av,2 5,Stair,YES,40.819887,-73.901666
Bx,Prospect Av,2 5,Stair,YES,40.8195886,-73.9015009
Bx,Prospect Av,2 5,Stair,YES,40.819678,-73.9014071
Bx,Jackson Av,2 5,Stair,YES,40.8162481,-73.9079543
Bx,Jackson Av,2 5,Stair,YES,40.816589,-73.907893
Bx,Jackson Av,2 5,Stair,YES,40.816349,-73.907836
Bx,Jackson Av,2 5,Stair,YES,40.816873,-73.907379
Bx,3 Av-149 St,2 5,Stair,YES,40.816033,-73.918064
Bx,3 Av-149 St,2 5,Elevator,YES,40.815971,-73.917983
Bx,3 Av-149 St,2 5,Stair,YES,40.8162647,-73.9179365
Bx,3 Av-149 St,2 5,Elevator,YES,40.8162729,-73.9177931
Bx,3 Av-149 St,2 5,Stair,YES,40.8158576,-73.9177644
Bx,3 Av-149 St,2 5,Stair,YES,40.816315,-73.917543
Bx,3 Av-149 St,2 5,Stair,YES,40.815881,-73.917522
Bx,3 Av-149 St,2 5,Stair,YES,40.8162711,-73.917456
M,Harlem-148 St,3,Station House,YES,40.8240843,-73.936986
M,145 St,3,Stair,YES,40.820343,-73.936508
M,145 St,3,Stair,YES,40.8206788,-73.936268
M,135 St,2 3,Stair,YES,40.8140321,-73.9411204
M,135 St,2 3,Stair,YES,40.814316,-73.94091
M,135 St,2 3,Stair,YES,40.8139129,-73.9408289
M,135 St,2 3,Stair,YES,40.8142863,-73.94056
M,135 St,2 3,Elevator,YES,40.8139935,-73.9411593
M,135 St,2 3,Elevator,YES,40.8141678,-73.9406402
M,125 St,2 3,Stair,YES,40.8076973,-73.9457523
M,125 St,2 3,Stair,YES,40.8079975,-73.94553
M,125 St,2 3,Stair,YES,40.8075694,-73.9454604
M,125 St,2 3,Stair,YES,40.8078903,-73.9452282
M,116 St,2 3,Stair,YES,40.801945,-73.949943
M,116 St,2 3,Stair,YES,40.8022341,-73.9497353
M,116 St,2 3,Stair,YES,40.8018347,-73.9496507
M,116 St,2 3,Stair,YES,40.8021201,-73.9494404
M,110 St-Malcolm X Plaza,2 3,Stair,YES,40.7985092,-73.9526653
M,110 St-Malcolm X Plaza,2 3,Stair,YES,40.7990355,-73.952064
M,125 St,4 5 6,Stair,YES,40.8042618,-73.9376559
M,125 St,4 5 6,Stair,YES,40.8041772,-73.9374408
M,125 St,4 5 6,Stair,YES,40.8046136,-73.9374016
M,125 St,4 5 6,Elevator,YES,40.8044243,-73.9372301
M,125 St,4 5 6,Stair,YES,40.8045377,-73.9371809
M,116 St,6,Stair,YES,40.7984748,-73.9418872
M,116 St,6,Stair,YES,40.798417,-73.9416508
M,116 St,6,Stair,YES,40.7988534,-73.9416082
M,116 St,6,Stair,YES,40.7987512,-73.9414039
M,110 St,6,Stair,YES,40.7948147,-73.9446136
M,110 St,6,Stair,YES,40.7949376,-73.9445008
M,110 St,6,Stair,YES,40.794699,-73.9443307
M,110 St,6,Stair,YES,40.7948241,-73.9442436
M,103 St,6,Stair,YES,40.7902953,-73.9478574
M,103 St,6,Stair,YES,40.7902061,-73.9476498
M,96 St,6,Stair,YES,40.7858743,-73.9512769
M,96 St,6,Stair,YES,40.786073,-73.9510616
M,96 St,6,Stair,YES,40.7856482,-73.950932
M,96 St,6,Stair,YES,40.7859144,-73.9506924
M,86 St,4 5 6,Stair,YES,40.7795043,-73.9559174
M,86 St,4 5 6,Easement - Street,YES,40.779753,-73.9557985
M,86 St,4 5 6,Stair,YES,40.7794474,-73.9557947
M,86 St,4 5 6,Easement - Street,YES,40.7797358,-73.9555878
M,86 St,4 5 6,Stair,YES,40.7793464,-73.9555549
M,86 St,4 5 6,Stair,YES,40.7792892,-73.9554214
M,86 St,4 5 6,Easement - Street,YES,40.7796814,-73.9553101
M,86 St,4 5 6,Stair,YES,40.7794665,-73.9552146
M,86 Street,4 5 6,Elevator,YES,40.7795098,-73.9553242
M,77 St,6,Stair,YES,40.77371,-73.9602094
M,77 St,6,Stair,YES,40.7738339,-73.9601428
M,77 St,6,Stair,YES,40.7736406,-73.9600418
M,77 St,6,Stair,YES,40.7737663,-73.9599436
M,77 St,6,Stair,YES,40.7735331,-73.9597876
M,77 St,6,Stair,YES,40.7736662,-73.9596955
M,77 St,6,Stair,YES,40.7734786,-73.959652
M,77 St,6,Stair,YES,40.7736059,-73.9595618
M,68 St-Hunter College,6,Easement - Street,YES,40.7678158,-73.9643754
M,68 St-Hunter College,6,Easement - Passage,YES,40.76794,-73.96429
M,68 St-Hunter College,6,Stair,YES,40.7679892,-73.9641725
M,68 St-Hunter College,6,Easement - Street,YES,40.7676379,-73.9639659
M,68 St-Hunter College,6,Stair,YES,40.767882,-73.9639184
M,68 St-Hunter College,6,Easement - Street,YES,40.7680987,-73.96375124
M,Lexington Av/59 St,4 5 6 N R W,Easement - Street,YES,40.7622955,-73.9685447
M,Lexington Av/59 St,4 5 6 N R W,Stair,YES,40.7624269,-73.9683854
M,Lexington Av/59 St,4 5 6 N R W,Easement - Street,YES,40.7620725,-73.9680276
M,Lexington Av/59 St,4 5 6 N R W,Stair,YES,40.7628443,-73.9679602
M,Lexington Av/59 St,4 5 6 N R W,Stair,YES,40.762986,-73.96785
M,Lexington Av/59 St,4 5 6 N R W,Stair,YES,40.7628574,-73.967572
M,Lexington Av/59 St,4 5 6 N R W,Easement - Street,YES,40.7626138,-73.9673808
M,Lexington Av/59 St,4 5 6 N R W,Easement - Passage,YES,40.7626591,-73.9675803
M,Lexington Av/51-53 Sts,6 E M,Easement - Street,YES,40.7567229,-73.972565
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.75719,-73.972241
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7573205,-73.9721689
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7571466,-73.9721359
M,Lexington Av/51-53 Sts,6 E M,Stair,YES,40.7573075,-73.9719443
